"person_id","person_type","crash_record_id","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"P405784","PASSENGER","efa98f613c656234560fc3e2380d56285b4e20fbfd9569d9c5c0c9b4f533ca50da6f46782a45929ab42f53ae3e5fd22c067497eb363bd2532aa751d932b08894","1747620","2024-06-04T16:09:00.000","3","CHICAGO","IN","60633","F","24",,,"SAFETY BELT USED","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,"CFD ENG 97",,,,,,,,,,
"O1834676","DRIVER","478796ea55813b8d6450e53a1affa51147ec18d00afc1eeb8f33327a85bb063f527e850cf422e681b61ca80790675c805c04b1344ab33050ed262689be1ac2b6","1747674","2024-06-04T16:02:00.000",,"GRAND RAPIDS","MI","49508","F","61","MI",,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834677","DRIVER","478796ea55813b8d6450e53a1affa51147ec18d00afc1eeb8f33327a85bb063f527e850cf422e681b61ca80790675c805c04b1344ab33050ed262689be1ac2b6","1747684","2024-06-04T16:02:00.000",,"CHICAGO","IL","60647","M","38","IL","BM","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1834678","DRIVER","478796ea55813b8d6450e53a1affa51147ec18d00afc1eeb8f33327a85bb063f527e850cf422e681b61ca80790675c805c04b1344ab33050ed262689be1ac2b6","1747687","2024-06-04T16:02:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P405800","PASSENGER","478796ea55813b8d6450e53a1affa51147ec18d00afc1eeb8f33327a85bb063f527e850cf422e681b61ca80790675c805c04b1344ab33050ed262689be1ac2b6","1747684","2024-06-04T16:02:00.000","3",,,,"M","11",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1834681","DRIVER","1d42913c6f510468f2dce1b3e66c236b02135dae708ed9efead4525ce454b803faa06ce68fb39a61a4da83638dbc7c573debaa627e70df1f5da7c9844463548b","1747647","2024-06-04T16:00:00.000",,"CHICAGO","IL","60629","M","29","IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"DISREGARDED CONTROL DEVICES","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834682","DRIVER","1d42913c6f510468f2dce1b3e66c236b02135dae708ed9efead4525ce454b803faa06ce68fb39a61a4da83638dbc7c573debaa627e70df1f5da7c9844463548b","1747656","2024-06-04T16:00:00.000",,"CHICAGO","IL","60623","M","20","IL",,"USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P405789","PASSENGER","1d42913c6f510468f2dce1b3e66c236b02135dae708ed9efead4525ce454b803faa06ce68fb39a61a4da83638dbc7c573debaa627e70df1f5da7c9844463548b","1747647","2024-06-04T16:00:00.000","3",,,,,,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P405791","PASSENGER","1d42913c6f510468f2dce1b3e66c236b02135dae708ed9efead4525ce454b803faa06ce68fb39a61a4da83638dbc7c573debaa627e70df1f5da7c9844463548b","1747656","2024-06-04T16:00:00.000","3","CHICAGO","IL","60623","F","20",,,"USAGE UNKNOWN","DEPLOYED, SIDE","NONE","NONINCAPACITATING INJURY","RUSH UNIVERSITY MEDICAL CENTER","AMB","45",,,,,,,,,
"O1834640","DRIVER","77ae2a27be212c955a3d59372b6f2f74c76939374e424cb6d0ea3d14fcea45415fff3d6b5f7249d62a9790e0659751ccabb207dd96cdf560e0ef062a7b82ed53","1747632","2024-06-04T16:00:00.000",,"CHICAGO","IL",,"M","58","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834641","DRIVER","77ae2a27be212c955a3d59372b6f2f74c76939374e424cb6d0ea3d14fcea45415fff3d6b5f7249d62a9790e0659751ccabb207dd96cdf560e0ef062a7b82ed53","1747626","2024-06-04T16:00:00.000",,"CHICAGO","IL",,"F","40","IL",,"NONE PRESENT","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834699","DRIVER","9fc0688291341f7919a89bb4dadf05c6c99a01db9c850fc701ddca79b916e4ab0a038972e32b5234bf1fa0a2da558f2d7c9e7668a52e71da31659f1cd3a1b8fc","1747663","2024-06-04T16:00:00.000",,"CHICAGO","IL","60647","F","32",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834700","DRIVER","9fc0688291341f7919a89bb4dadf05c6c99a01db9c850fc701ddca79b916e4ab0a038972e32b5234bf1fa0a2da558f2d7c9e7668a52e71da31659f1cd3a1b8fc","1747686","2024-06-04T16:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834817","DRIVER","dc1dc81071662575deceb7b4e488a00c50075f1f8b261110432643726c0fd1ac16e4bd0adaff2e5d986b087862a757c6f087ac898c533c2f7f3a1fd08235d9f3","1747824","2024-06-04T16:00:00.000",,"CHICAGO","IL","60607","F","39",,"D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","REFUSED","DNA",,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1834630","DRIVER","fb5e5941ce6824339ad6b6461b0e7073487a9dd05e9f805a40b8e56b6e43f449d9da9d4ff5063126eadabd14de4a7dfd1085b76e97c66424330cffebb821e808","1747640","2024-06-04T16:00:00.000",,"CHICAGO","IL","60657","F","38","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1834631","DRIVER","fb5e5941ce6824339ad6b6461b0e7073487a9dd05e9f805a40b8e56b6e43f449d9da9d4ff5063126eadabd14de4a7dfd1085b76e97c66424330cffebb821e808","1747648","2024-06-04T16:00:00.000",,"SOUTH LYON","MI","48178","M","19","MI","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1834822","DRIVER","d48c7a2d8cbccda1ae17aef1ee549d8917b69b24da4b558991fd154709b72393b31d6ccb4f43b6b04a8afb9121119dad335b9933a2398885d829facbf7938ed3","1747774","2024-06-04T15:53:00.000",,,,,"M",,"XX",,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834648","DRIVER","89ab834bf234c8ea12e5655213a3be4e8a25147f98ac3b3ec0bb4fa4f92332c8820fa45c20689ba8d5bd475da2cf32fbd64b226bfca6f89563c2adbe9a17a760","1747615","2024-06-04T15:52:00.000",,"STICKNEY","IL","60402","M","46","IL","A","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834649","DRIVER","89ab834bf234c8ea12e5655213a3be4e8a25147f98ac3b3ec0bb4fa4f92332c8820fa45c20689ba8d5bd475da2cf32fbd64b226bfca6f89563c2adbe9a17a760","1747625","2024-06-04T15:52:00.000",,"CHICAGO","IL","60609","M",,"IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P405785","PASSENGER","89ab834bf234c8ea12e5655213a3be4e8a25147f98ac3b3ec0bb4fa4f92332c8820fa45c20689ba8d5bd475da2cf32fbd64b226bfca6f89563c2adbe9a17a760","1747625","2024-06-04T15:52:00.000","3",,"IL",,,,,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1834764","DRIVER","285d9d82d42bcd117bb44d73e474de2832cc3fa340982c815d3e2be290420f4777fdd43f00eb5b564cd02ea98966d85e91a470f8aaad882d1b98709dd6f92fc4","1747727","2024-06-04T15:45:00.000",,"CHICAGO","IL","60640","F","49","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","MOVING VEHICLES","NORMAL",,,,"TEST NOT OFFERED",,
"O1834765","DRIVER","285d9d82d42bcd117bb44d73e474de2832cc3fa340982c815d3e2be290420f4777fdd43f00eb5b564cd02ea98966d85e91a470f8aaad882d1b98709dd6f92fc4","1747732","2024-06-04T15:45:00.000",,"CHICAGO","IL","60614","M","62","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834614","DRIVER","8a5a915953e4bf5f26c73746623b9c63e2cd7cfff5589e964a928272d847f4d1a6e839a81b377ff998d5615a528bfbc9d7c284bf87d28956cfc6a19cb306691b","1747584","2024-06-04T15:38:00.000",,"CHICAGO","IL","60626","M","26",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834615","DRIVER","8a5a915953e4bf5f26c73746623b9c63e2cd7cfff5589e964a928272d847f4d1a6e839a81b377ff998d5615a528bfbc9d7c284bf87d28956cfc6a19cb306691b","1747591","2024-06-04T15:38:00.000",,"CHICAGO","IL","60646","M","25","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P405777","PASSENGER","8a5a915953e4bf5f26c73746623b9c63e2cd7cfff5589e964a928272d847f4d1a6e839a81b377ff998d5615a528bfbc9d7c284bf87d28956cfc6a19cb306691b","1747584","2024-06-04T15:38:00.000","2","CHICAGO","IL","60626","F","28",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P405778","PASSENGER","8a5a915953e4bf5f26c73746623b9c63e2cd7cfff5589e964a928272d847f4d1a6e839a81b377ff998d5615a528bfbc9d7c284bf87d28956cfc6a19cb306691b","1747584","2024-06-04T15:38:00.000","6","CHICAGO","IL","60626","M","4",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1834628","DRIVER","ab715fc21cb67602646b06abe41a070b1b4997f69d42c4e5b1945ff8c3894352149edde7387457b715953d1ff854315641b47d297d060b67ebb91e01aac683a0","1747600","2024-06-04T15:33:00.000",,"OAK FOREST","IL","60452","M","45","IL","D","SAFETY BELT USED","DEPLOYED, COMBINATION","NONE","REPORTED, NOT EVIDENT",,,,"FAILED TO YIELD","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1834629","DRIVER","ab715fc21cb67602646b06abe41a070b1b4997f69d42c4e5b1945ff8c3894352149edde7387457b715953d1ff854315641b47d297d060b67ebb91e01aac683a0","1747610","2024-06-04T15:33:00.000",,"CHICAGO","IL","60617","F","37","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","REPORTED, NOT EVIDENT","ST. BERNARD HOSPITAL","CFD #55",,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1834714","DRIVER","20a28606c5cfecf646c7060e888362bc318aed431309b66ca968f3ef2d005d15208a1710693487ca35748c0fe549fbb8fb493f918ff648b8ce9b84ca2b4b4c09","1747677","2024-06-04T15:30:00.000",,"CHICAGO","IL","60630","F","17","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834715","DRIVER","20a28606c5cfecf646c7060e888362bc318aed431309b66ca968f3ef2d005d15208a1710693487ca35748c0fe549fbb8fb493f918ff648b8ce9b84ca2b4b4c09","1747685","2024-06-04T15:30:00.000",,"DOWNERS GROVE","IL","60515","M","22","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834596","DRIVER","57726272091c029b0ee1024045f92ea60840a1170bc5a752ba128ef686b0b541fdb29d7b580fdea31d5fa21dfbf0f70d1f53adeefefa81f8c5180f882700e67a","1747572","2024-06-04T15:30:00.000",,"CHICAGO","IL","60625","F","25","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1834597","DRIVER","57726272091c029b0ee1024045f92ea60840a1170bc5a752ba128ef686b0b541fdb29d7b580fdea31d5fa21dfbf0f70d1f53adeefefa81f8c5180f882700e67a","1747588","2024-06-04T15:30:00.000",,"CHICAGO","IL","60640","M","40","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834664","DRIVER","5d30d53f3d78172b652b31fb53d999793c85512f25da75068eb24f6546cd18997a6bd21a4bf09af469b3df30757e6c603b4758eccddc5871eb7e1bd3cf0d1cdb","1747633","2024-06-04T15:30:00.000",,"CHICAGO","IL","60624","M","79","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834665","DRIVER","5d30d53f3d78172b652b31fb53d999793c85512f25da75068eb24f6546cd18997a6bd21a4bf09af469b3df30757e6c603b4758eccddc5871eb7e1bd3cf0d1cdb","1747642","2024-06-04T15:30:00.000",,"CHICAGO","IL","60620","F","68","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P405786","PASSENGER","5d30d53f3d78172b652b31fb53d999793c85512f25da75068eb24f6546cd18997a6bd21a4bf09af469b3df30757e6c603b4758eccddc5871eb7e1bd3cf0d1cdb","1747642","2024-06-04T15:30:00.000","3",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1834594","DRIVER","7761e59ba764af8ba3c2694eb3f5cfd8998baaf89c1c690ef6a6de6c85bf34d3e4448a82ac120a437faddc00cf76d5b1422b395a6f0d3798cce6858b640694ab","1747581","2024-06-04T15:30:00.000",,"EVERGREEN PARK","IL",,"M",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834595","DRIVER","7761e59ba764af8ba3c2694eb3f5cfd8998baaf89c1c690ef6a6de6c85bf34d3e4448a82ac120a437faddc00cf76d5b1422b395a6f0d3798cce6858b640694ab","1747569","2024-06-04T15:30:00.000",,,,,"M","55","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835607","DRIVER","7c2e7f6b124b843518c5e20aee49ed83cef1e9c4407ec668b6a125bdfb6fa70eed532db29bd82f7ab331b4721e0dd45f4d5388140117a0e23821c85a5bc32b0f","1748529","2024-06-04T15:30:00.000",,,,,"F","22","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835608","DRIVER","7c2e7f6b124b843518c5e20aee49ed83cef1e9c4407ec668b6a125bdfb6fa70eed532db29bd82f7ab331b4721e0dd45f4d5388140117a0e23821c85a5bc32b0f","1748530","2024-06-04T15:30:00.000",,,,,"F","30","IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P405953","PASSENGER","7c2e7f6b124b843518c5e20aee49ed83cef1e9c4407ec668b6a125bdfb6fa70eed532db29bd82f7ab331b4721e0dd45f4d5388140117a0e23821c85a5bc32b0f","1748529","2024-06-04T15:30:00.000","3",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P405956","PASSENGER","7c2e7f6b124b843518c5e20aee49ed83cef1e9c4407ec668b6a125bdfb6fa70eed532db29bd82f7ab331b4721e0dd45f4d5388140117a0e23821c85a5bc32b0f","1748529","2024-06-04T15:30:00.000","6",,,,"M",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1834616","DRIVER","0ec7a2fcafb94483ee7ab47b70729131f7bb7546c77d3b23836ea5acee924885b9e387c55f786eb336c585b3163c01903ec3c1a4988dcb58c0542aa146db1d50","1747586","2024-06-04T15:27:00.000",,"CHICAGO","IL","60636","M","26","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834617","DRIVER","0ec7a2fcafb94483ee7ab47b70729131f7bb7546c77d3b23836ea5acee924885b9e387c55f786eb336c585b3163c01903ec3c1a4988dcb58c0542aa146db1d50","1747594","2024-06-04T15:27:00.000",,"CHICAGO","IL","60629","F","39","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P405779","PASSENGER","0ec7a2fcafb94483ee7ab47b70729131f7bb7546c77d3b23836ea5acee924885b9e387c55f786eb336c585b3163c01903ec3c1a4988dcb58c0542aa146db1d50","1747594","2024-06-04T15:27:00.000","3","CHICAGO","IL","60629","F","18",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1834612","DRIVER","da610cf2ca22a00bbe9aaeaf031cf591383fb648bc6f51bb19c5ef4b03ed0e1ff5b244513a9bd64391e0d507db2ab64b6fe3889197613ed4c522f7f0e1a0337f","1747570","2024-06-04T15:25:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"TOO FAST FOR CONDITIONS","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834613","DRIVER","da610cf2ca22a00bbe9aaeaf031cf591383fb648bc6f51bb19c5ef4b03ed0e1ff5b244513a9bd64391e0d507db2ab64b6fe3889197613ed4c522f7f0e1a0337f","1747576","2024-06-04T15:25:00.000",,,,,"M",,"IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834618","DRIVER","fc1aecb93bacfb2224c47ace03a729bceaa49101a4c104ad8ee921d87f2a88c95c0868fd3b0c8fa75525df466406ce935afa5c1452d3f8222a9ed4710061e6f8","1747599","2024-06-04T15:20:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834619","DRIVER","fc1aecb93bacfb2224c47ace03a729bceaa49101a4c104ad8ee921d87f2a88c95c0868fd3b0c8fa75525df466406ce935afa5c1452d3f8222a9ed4710061e6f8","1747596","2024-06-04T15:20:00.000",,"CHICAGO","IL","60651","F","59","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1834646","DRIVER","1e057dc87f5f9f6824e0191637a57f636724bbd031bd4f29382d689ab9934e4cac27647341390800e7d59226b8f44d5e76256d7f59a39ec685cc5cd735da9a23","1747613","2024-06-04T15:19:00.000",,"CHICAGO","IL","60632","F","28","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834647","PEDESTRIAN","1e057dc87f5f9f6824e0191637a57f636724bbd031bd4f29382d689ab9934e4cac27647341390800e7d59226b8f44d5e76256d7f59a39ec685cc5cd735da9a23",,"2024-06-04T15:19:00.000",,,,,"F",,,,"NONE PRESENT",,,"NONINCAPACITATING INJURY",,"CFD",,"UNKNOWN","UNKNOWN","NORMAL","CROSSING - NO CONTROLS (NOT AT INTERSECTION)","NO CONTRASTING CLOTHING","IN CROSSWALK","TEST NOT OFFERED",,
"P405787","PASSENGER","1e057dc87f5f9f6824e0191637a57f636724bbd031bd4f29382d689ab9934e4cac27647341390800e7d59226b8f44d5e76256d7f59a39ec685cc5cd735da9a23","1747613","2024-06-04T15:19:00.000","6","CHICAGO","IL","60632","F","1",,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1834689","DRIVER","a5de0838e3f3b0e2a3c00da2f25ad7bc125e92b1a0059320ecebdd760180c4ba2dd2d56a9222e8333b99071ac9b412a6214639ef906867319ec716ebb6cd07cc","1747652","2024-06-04T15:17:00.000",,"CHICAGO","IL","60618","M","34","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834690","DRIVER","a5de0838e3f3b0e2a3c00da2f25ad7bc125e92b1a0059320ecebdd760180c4ba2dd2d56a9222e8333b99071ac9b412a6214639ef906867319ec716ebb6cd07cc","1747661","2024-06-04T15:17:00.000",,"CHICAGO","IL","60625","F","46","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P405790","PASSENGER","a5de0838e3f3b0e2a3c00da2f25ad7bc125e92b1a0059320ecebdd760180c4ba2dd2d56a9222e8333b99071ac9b412a6214639ef906867319ec716ebb6cd07cc","1747652","2024-06-04T15:17:00.000","12",,,,,,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1834662","DRIVER","5a679351f10defe59869fc34773c21371b03b42751248212b65429eab1ec96a2062c082673276bd7d9f712cc8d5989bede4def39fe2f26eb63cb10593dc4f42d","1747627","2024-06-04T15:15:00.000",,"CHGO","IL","60641","F",,"IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834663","DRIVER","5a679351f10defe59869fc34773c21371b03b42751248212b65429eab1ec96a2062c082673276bd7d9f712cc8d5989bede4def39fe2f26eb63cb10593dc4f42d","1747682","2024-06-04T15:15:00.000",,"CHGO","IL","60618","M","75","IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834636","DRIVER","82d96af14562890cf71186b422ad3a3b6f8dbf20aa0f24fa26535b36211533fcb7938d1d5fa41c47092a98155a740fc265adedea0465f5b35b48671dbe10fd4d","1747603","2024-06-04T15:15:00.000",,"CHICAO","IL","60643","M","32","IL","D","SAFETY BELT USED","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834637","DRIVER","82d96af14562890cf71186b422ad3a3b6f8dbf20aa0f24fa26535b36211533fcb7938d1d5fa41c47092a98155a740fc265adedea0465f5b35b48671dbe10fd4d","1747607","2024-06-04T15:15:00.000",,"CHICAGO","IL","60620","F","89","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834722","DRIVER","cf6db16acec5edfcd92afbed9d9a035d14454f8f32bcb8697cd27322f128b97a72aa51fed3c070500e19d799843a85ce76518f4095150843aedc1d570b418a84","1747693","2024-06-04T15:15:00.000",,"RIVER FOREST","IL","60305","F","27","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834723","DRIVER","cf6db16acec5edfcd92afbed9d9a035d14454f8f32bcb8697cd27322f128b97a72aa51fed3c070500e19d799843a85ce76518f4095150843aedc1d570b418a84","1747699","2024-06-04T15:15:00.000",,"CHICAGO","IL","60617","M","35","IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1834578","DRIVER","b544f832678e4541b76225a2584add0eb151510e2cac5c39d73778fced2dcb34d197b721d9bbcb948dd1458d03b7c3155589db1b2be1078476046601cf4296ba","1747560","2024-06-04T15:00:00.000",,"ELMWOOD PARK","IL","60707","M","40","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1834579","DRIVER","b544f832678e4541b76225a2584add0eb151510e2cac5c39d73778fced2dcb34d197b721d9bbcb948dd1458d03b7c3155589db1b2be1078476046601cf4296ba","1747550","2024-06-04T15:00:00.000",,,,,"F","38","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NONINCAPACITATING INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1835159","DRIVER","c7165523b1dc5cf37d71aaff6d4ce0c7cc795cbcdc04e0e7d76e7137a3635b9995aa11cc9116a25e70fe5ddd5f978e01861b90a18488b0507de5ab43677436f5","1748108","2024-06-04T15:00:00.000",,"CHICAGO","IL","60642","F","37","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
