"crash_record_id","crash_date_est_i","crash_date","posted_speed_limit","traffic_control_device","device_condition","weather_condition","lighting_condition","first_crash_type","trafficway_type","lane_cnt","alignment","roadway_surface_cond","road_defect","report_type","crash_type","intersection_related_i","private_property_i","hit_and_run_i","damage","date_police_notified","prim_contributory_cause","sec_contributory_cause","street_no","street_direction","street_name","beat_of_occurrence","photos_taken_i","statements_taken_i","dooring_i","work_zone_i","work_zone_type","workers_present_i","num_units","most_severe_injury","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident","injuries_no_indication","injuries_unknown","crash_hour","crash_day_of_week","crash_month","latitude","longitude","location"
"9640185de2bda9054cc802749dc5e78c102a9364138be2b87f5378c3bab1f4ed9175074e7fc69508e5e4531e17dc5eee05c74d42acd12693b42c2aa46b820792",,"2024-06-03T00:34:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-03T01:34:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","UNABLE TO DETERMINE","522","W","ROOSEVELT RD","124","Y",,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","0","2","6","41.867356182","-87.640226641","POINT (-87.640226640564 41.867356182227)"
"b14bb40962110b31e769329e65926937c21f427cd646d0fbf6df5c5193512753a15fed84bcf03f6d6818f8f03e1cc1f6dba42111f38a86e4634f154d72067861",,"2024-06-03T00:27:00.000","45","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","N",,,"OVER $1,500","2024-06-03T00:31:00.000","IMPROPER LANE USAGE","FOLLOWING TOO CLOSELY","1800","S","LAKE SHORE DR SB","132",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","0","2","6","41.857849087","-87.616840879","POINT (-87.616840879395 41.857849087118)"
"b271e5554e810a7dd66a37168fcbf86635c38182eceef84ff1841cfc66a83315b5fd8c73da77a7261f4738f92c1d68b0d2e64277a9b337f68ea09cff8ede1765",,"2024-06-03T00:25:00.000","40","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","ONE-WAY",,"CURVE, LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-03T00:30:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","1250","S","LAKE SHORE DR SB","132",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","0","2","6","41.866101733","-87.619717037","POINT (-87.619717036583 41.866101732776)"
"8cc28ab49d59cca215e7e066ef567cb4126184299adc89efaa5305320a41ccf6dddb933a6f837a98bac81a4052c6b6b5d710908f04a743e6c4bd5382e6f31694",,"2024-06-03T00:15:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,"Y","OVER $1,500","2024-06-03T00:34:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","7050","S","DAMEN AVE","735",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","0","2","6","41.76510261","-87.673687368","POINT (-87.673687367606 41.765102610004)"
"0af970ab13e39d2f7612be8d868bf2f78aab19126425cf4b5250c336c1d158bfbb6ee413f3043a44b66026c8a602fb0705bf55de0c8f5130071cb5fd7b3bf936",,"2024-06-03T00:00:00.000","20","UNKNOWN","UNKNOWN","CLEAR","DAYLIGHT","REAR END","UNKNOWN",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2024-06-03T18:45:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","5555","W","GRAND AVE","2515",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","0","2","6","41.918608891","-87.765574479","POINT (-87.765574478976 41.918608891151)"
"36378fdbfa246504d0df3ee3efb3721fb4623730b5bb2b8ae540df196066b1ac42ad853b43af835102b7e3ebe1ac74d58088b5fc51d1f8d2b5112d25f9ebdafa",,"2024-06-03T00:00:00.000","20","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-03T00:07:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","3200","W","WALNUT ST","1123",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","1","0","0","2","6","41.885505725","-87.706320562","POINT (-87.706320561933 41.885505724968)"
"45a6095d2e6221ad571a7f84cb113b3ca98b231b145b18bb0dee9c629b7c384d58cc28a34a95e6d806a17f57c1fe663253d73de12f8e186b46097539955d04f0",,"2024-06-03T00:00:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,"N","OVER $1,500","2024-06-03T00:06:00.000","IMPROPER OVERTAKING/PASSING","NOT APPLICABLE","2799","E","92ND ST","423",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","0","2","6","41.728072242","-87.556805958","POINT (-87.556805957918 41.728072241671)"
"49fc1f25c8d551ed1542f55ec5e7be6513153293cc1895de238094361048bf40b175812303424b52438b9ffe4a679d50ae342d99bf034555da551c03d8c8039d",,"2024-06-02T23:56:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","HEAD ON","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","OVER $1,500","2024-06-02T23:56:00.000","DRIVING ON WRONG SIDE/WRONG WAY","DRIVING ON WRONG SIDE/WRONG WAY","713","N","AUSTIN BLVD","1511",,,,,,,"4","NONINCAPACITATING INJURY","2","0","0","2","0","1","0","23","1","6","41.89327638","-87.774934893","POINT (-87.774934892747 41.893276379779)"
"e22c1729eb9aa47824502ea6400f132afdc10b0c526077e37b194ac8ecfa3d20bd696e7edb1cfb9038cf6885064515d5cd40837b61d792bfc217dec126e2d1a8",,"2024-06-02T23:55:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","PEDESTRIAN","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,"Y","$500 OR LESS","2024-06-02T23:55:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","4250","W","MONROE ST","1115",,"N",,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","23","1","6","41.879787273","-87.73256852","POINT (-87.732568520488 41.879787273326)"
"5fbfd354c57b7a6a265dba414e4aa0c57e6bd32225d0c3dc7d64d652284360c2999f8ef6ea0fe7400bb23e6b2f2e92c9c8cbb68306f178f0e21487473920ccee",,"2024-06-02T23:54:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","HEAD ON","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-02T23:55:00.000","DRIVING ON WRONG SIDE/WRONG WAY","NOT APPLICABLE","1005","N","AUSTIN BLVD","1511",,,,,,,"2","NONINCAPACITATING INJURY","3","0","0","3","0","0","0","23","1","6","41.898561937","-87.775105581","POINT (-87.77510558066 41.898561937366)"
"7efa597067189601fe863f4a0c659369fd948f3feab40507bf17b34dbe575f5a76eeccea87fb31dcabbcbd030c0481a572eb56ed8eb99eedfd56d533cd8e8277",,"2024-06-02T23:52:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-06-02T23:54:00.000","DISREGARDING TRAFFIC SIGNALS","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER","2600","S","PULASKI RD","1031",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","23","1","6","41.844157586","-87.724693809","POINT (-87.72469380877 41.844157585905)"
"91f5a96ac12edb297e9fda26ec81b7f7e577e253876e44135f31d0cf229eebca67bcd65ed02f4008b9fcb6e2fe14373fd290ac466005a02d4106928549d2bf2e",,"2024-06-02T23:50:00.000","10","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","REAR TO SIDE","ALLEY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-03T21:10:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","2346","S","OAKLEY AVE","1034",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","1","6","41.848855285","-87.683252025","POINT (-87.683252025479 41.848855285418)"
"fbbafce90724aab52be6890ba217512077b7575bdedcdabaa937412b19968ea28c22c1c021282eeaa4689faf13313f5451c1fcc95ebe0a742b615805868f4168",,"2024-06-02T23:46:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","ANGLE","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","OVER $1,500","2024-06-02T23:47:00.000","DISREGARDING STOP SIGN","FAILING TO REDUCE SPEED TO AVOID CRASH","4500","W","KINZIE ST","1111",,,,,,,"2","NONINCAPACITATING INJURY","2","0","0","2","0","3","0","23","1","6","41.887740133","-87.738270117","POINT (-87.738270116892 41.887740132764)"
"0609c4e1156ee97fdd7f6598d1d125ad5181b5938c3da32cd22494493da9785603863a68d4a9dfc40b2fa4b3fd15644c669a86495d4441ad418dfbd9e4d4125c",,"2024-06-02T23:45:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-03T00:13:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","404","E","79TH ST","624",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","1","6","41.751226654","-87.614729519","POINT (-87.614729519126 41.751226654005)"
"6673d3b36219498aa55fcadc21391743f216bd45f8026c185dd0043b781ba773db7e39bd1031f4f42957b760ad768ce1aab1daac2cafff8d347fc60cb3e963b9",,"2024-06-02T23:28:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-03T00:25:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","758","S","WESTERN AVE","1135",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","1","6","41.871166356","-87.686311773","POINT (-87.686311772601 41.871166356138)"
"dee44a1377994847a8f172f40abc3b82b8d6c65fdd1b0e320268571ceb31508144d0bab1f56a0d96b96fc6a22003a3e273c411e49563c49b22143560842035c4",,"2024-06-02T23:25:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","PEDALCYCLIST","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","OVER $1,500","2024-06-02T23:30:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","6100","N","SHERIDAN RD","2433",,,,,,,"2","NONINCAPACITATING INJURY","1","0","0","1","0","1","0","23","1","6","41.992469072","-87.655606601","POINT (-87.655606600521 41.992469072321)"
"8b7aa1eeaa161ecd172d25e188083fd5fb86f4fadd5a587b0cad4dbf0c6a12b667849f216bd44816f73c6434f1ca7b8b9eba2215898ca846dad74dac3e3b2527",,"2024-06-02T23:20:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-06-02T23:40:00.000","UNABLE TO DETERMINE","FOLLOWING TOO CLOSELY","5900","S","STATE ST","232",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","1","6","41.787268749","-87.625657367","POINT (-87.625657367013 41.787268748515)"
"ae06851a148b27a75e79f4bf5ab3219def9aae3305b446a022fa02c6fa25a8b20ba3aae1e1e71702a4b6db6768263aef2187a3ff65ef93e6c73082cdebbbe3a3",,"2024-06-02T23:19:00.000","35","UNKNOWN","UNKNOWN","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-02T23:22:00.000","IMPROPER OVERTAKING/PASSING","IMPROPER OVERTAKING/PASSING","5999","W","MONTROSE AVE","1624",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","4","0","23","1","6","41.960242504","-87.776955896","POINT (-87.776955896207 41.960242503969)"
"968993883294963078a0b9fae61956382d3d63fcca88fea0a31b0b9f42899cb3322ad08ace1c24bd49cbecab9fb69dc550088182ea5296400ffdbefc993713f8",,"2024-06-02T23:05:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","ANGLE","TRAFFIC ROUTE",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","INJURY AND / OR TOW DUE TO CRASH","Y",,,"OVER $1,500","2024-06-02T23:11:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","500","S","WABASH AVE","123",,,,,,,"2","INCAPACITATING INJURY","3","0","3","0","0","0","0","23","1","6","41.875622541","-87.626172739","POINT (-87.626172738716 41.875622540805)"
"685ef659409fda7766c15857ec7e435cb6532e07b125f864fe958534e75505a9ce2b136d9ec1434206cf119d98eb551ff853c92bccbb5d6614423d54783a92c9",,"2024-06-02T23:00:00.000","35","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-02T23:02:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","7218","S","WENTWORTH AVE","731",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","1","0","23","1","6","41.763010155","-87.629862467","POINT (-87.629862466794 41.763010154962)"
"c20f620e2fda7e17180b513d6bf74d0d6fb86e824775ece7da29d12c567a6f71b4a91f0560dbeaf1a240475246e85b43e98fba91e16cd8b027b19782016986c1",,"2024-06-02T23:00:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-02T23:00:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","7145","S","CICERO AVE","833",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","23","1","6","41.762719306","-87.741712352","POINT (-87.741712351736 41.762719305556)"
"21a08afdc7d76c862d5b530e9a5c457ae6d7c569c9ed764c8be6d61729e23372775dedbd975f6fa9827b6b81d30c9bd7c0e076ca74c8983cbc70cb6c46195bfa",,"2024-06-02T22:48:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DUSK","REAR END","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,,"$500 OR LESS","2024-06-02T23:15:00.000","NOT APPLICABLE","UNABLE TO DETERMINE","1200","S","RUBLE ST","1232",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","1","6","41.867134208","-87.64423752","POINT (-87.644237519792 41.867134208293)"
"33d282e0ddc10c16e3784de324b5f4d376d09e9b158248662868aea7bdfa2939f2b5093ef1629d4fd12c057c15584871e56d25a691054591a28dd4a39095dccb","Y","2024-06-02T22:38:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-02T23:31:00.000","FAILING TO REDUCE SPEED TO AVOID CRASH","NOT APPLICABLE","1720","S","MICHIGAN AVE","131",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","3","0","22","1","6","41.858437772","-87.624093415","POINT (-87.624093414598 41.858437772179)"
"565562341cbaa25548396101b80aab130366229fa89e8e652545626a78f7a1840ff50a9e44405e2a337369ff834c56decc19ae1e3778e846389ae46dbf0f7a43",,"2024-06-02T22:35:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH","Y",,"Y","OVER $1,500","2024-06-02T22:59:00.000","DISREGARDING OTHER TRAFFIC SIGNS","FAILING TO YIELD RIGHT-OF-WAY","13000","S","TORRENCE AVE","434",,,,,,,"2","REPORTED, NOT EVIDENT","1","0","0","0","1","1","0","22","1","6","41.65912619","-87.559432742","POINT (-87.559432741943 41.659126189932)"
"61a1bcf5b4c8c1e05659e33a5907afe49837db6315631cdb2046c1f9a458aeecc02e64f8e1e6fe495fa3ec093dc31de846de57ef3d9b3ac3abd2f487677d2aca",,"2024-06-02T22:34:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","INJURY AND / OR TOW DUE TO CRASH",,,,"OVER $1,500","2024-06-02T22:35:00.000","IMPROPER TURNING/NO SIGNAL","UNABLE TO DETERMINE","6602","N","SHERIDAN RD","2432",,,,,,,"2","FATAL","2","1","0","0","1","1","0","22","1","6","42.002660221","-87.660935596","POINT (-87.660935596497 42.002660220788)"
"d2db2f53b9115e7049bf319eb3fc40d59b81371e108b76c9863c28fe81dc493a7f46682a4d3df5b24e493e143c7c69e5e8fd84b14eeb2f5afdf691238c0db2de",,"2024-06-02T22:33:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","ONE-WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY",,,"Y","$500 OR LESS","2024-06-03T00:16:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","4201","W","HIRSCH ST","2534",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","22","1","6","41.906107684","-87.731372138","POINT (-87.731372138423 41.906107683547)"
"29b757506ba5d20f2d47b44955136441dbe2f87bbdb7f509e29673929f4d4f6e21ac9f47623c30d9ebd5214c6856ad703753a8affce288c407a912b1f4f22a89",,"2024-06-02T22:30:00.000","25","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","UNKNOWN","UNKNOWN","ANGLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","UNKNOWN","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY","Y",,"Y","OVER $1,500","2024-06-04T17:19:00.000","UNABLE TO DETERMINE","NOT APPLICABLE","1851","W","OGDEN AVE","1231",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","1","6","41.875628748","-87.672795174","POINT (-87.672795174359 41.875628747846)"
"59abd42813cbb6e222e77fc12cfe2ff2d99b3d4416ff0abb3bbd22297fe65677e2c256dccbb44651ddeaba1600a353658a26021aa498d3970b18d7acb5466df8",,"2024-06-02T22:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE SAME DIRECTION","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-03T21:20:00.000","IMPROPER OVERTAKING/PASSING","FAILING TO YIELD RIGHT-OF-WAY","8042","S","HALSTED ST","621",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","1","6","41.74753925","-87.644098723","POINT (-87.644098723403 41.7475392503)"
"ab7b2f0702ef9bb1775a7dc2c5812b1ad41d48a292c207dcdbeddb475104a35435ee4a99fefc058e92515ad00937ae12b957df8d31f4c2df500c4aed8e1127a7",,"2024-06-02T22:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"OVER $1,500","2024-06-03T11:45:00.000","IMPROPER BACKING","UNABLE TO DETERMINE","1919","E","71ST ST","333",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","1","6","41.765944737","-87.578025889","POINT (-87.578025889299 41.765944737346)"
"afdd7dd042abd926ed4889ab9e91ba456215c16ccf7d6847bc04ea1517ef4c5d020a85499216cfec3b0b7ff5bf99795dbae582239dbb5247b9d1c4832f989470",,"2024-06-02T22:30:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-03T16:30:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3000","W","CORTLAND ST","1421",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","22","1","6","41.915718401","-87.702464656","POINT (-87.702464656089 41.915718401423)"
"6f490fd311c32b7f52a9e27ec8f19373e2f42d903e29ada6982557b3be3313ddf41ce56fdfc23c884a044795d7a81264e63ec11c91ab02740b26f69a2a2a0af9",,"2024-06-02T22:25:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","SIDESWIPE OPPOSITE DIRECTION","PARKING LOT",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,"Y",,"OVER $1,500","2024-06-02T22:45:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3801","N","WESTERN AVE","1921","N",,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","1","6","41.950427126","-87.688215844","POINT (-87.688215843794 41.950427125875)"
"82edef3a4290ced89f3ac746fa41e3dbaf7a253722cef3f7b43b2930e184011526a991b1987c7488ed21bee837dc388c6e2cd8b176c278685dfd23cbb25fd4aa",,"2024-06-02T22:13:00.000","30","STOP SIGN/FLASHER","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","ANGLE","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-02T22:17:00.000","FAILING TO YIELD RIGHT-OF-WAY","NOT APPLICABLE","2101","S","MICHIGAN AVE","132",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","1","6","41.854215436","-87.623702904","POINT (-87.623702904351 41.854215436202)"
"e30b776a64dbad8d10ab8743ec6a7aa3de30673dd63be68f434984bd5b7210225d71cceb3006604b717db6748c11fe7abaca50d10cec40648ab8170e62b9642c",,"2024-06-02T22:05:00.000","30","NO CONTROLS","NO CONTROLS","CLEAR","DARKNESS, LIGHTED ROAD","PARKED MOTOR VEHICLE","NOT DIVIDED",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,"Y","OVER $1,500","2024-06-02T23:00:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","6352","S","NORMAL BLVD","722",,,,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","1","0","22","1","6","41.778264372","-87.637634118","POINT (-87.637634118093 41.778264372308)"
"2a7a35e50943a7fbdb072997f0428a9ac6cfcc76b3050ba29d802d0dfe11e1be39c35e19c9792d1146ab1a5c93c5c868f8223cf6b1703224de12bc051e9b7a8e",,"2024-06-02T22:00:00.000","30","UNKNOWN","UNKNOWN","CLEAR","DARKNESS, LIGHTED ROAD","TURNING","DIVIDED - W/MEDIAN (NOT RAISED)",,"STRAIGHT AND LEVEL","DRY","UNKNOWN","NOT ON SCENE (DESK REPORT)","NO INJURY / DRIVE AWAY",,,,"$501 - $1,500","2024-06-02T22:10:00.000","UNABLE TO DETERMINE","UNABLE TO DETERMINE","3634","W","LAWRENCE AVE","1712","Y","Y",,,,,"2","NO INDICATION OF INJURY","0","0","0","0","0","2","0","22","1","6","41.968442684","-87.719695615","POINT (-87.719695614848 41.968442683514)"
"763f8e8f1c32b7a2e61eea851460368f23031cf33c8399229882dd9326abb0c2236abc45b9df11b0fb0d70c4fa809c11cedcc76ac4e15367c88204eb9d2e3c24",,"2024-06-02T22:00:00.000","30","TRAFFIC SIGNAL","FUNCTIONING PROPERLY","CLEAR","DARKNESS, LIGHTED ROAD","REAR END","FOUR WAY",,"STRAIGHT AND LEVEL","DRY","NO DEFECTS","ON SCENE","NO INJURY / DRIVE AWAY","Y",,,"OVER $1,500","2024-06-02T23:02:00.000","FOLLOWING TOO CLOSELY","NOT APPLICABLE","6400","W","DEVON AVE","1611",,,,,,,"3","NO INDICATION OF INJURY","0","0","0","0","0","3","0","22","1","6","41.997463981","-87.787610243","POINT (-87.787610243414 41.997463981029)"
